train/consent/ ,  Release for Emergency Medical Treatment 2016  EMERGENCY MEDICAL TREATMENT AUTHORIZATION FORM  This form grants temporary authority to a designated adult to provide and arrange for medical care for a minor in the event of an emergency where the minor is not accompanied by either parents or legal guardians and it may not be feasible or practical to contact them. This form should accompany the child in the event of off-site trips or emergency relocation of the program.  Minor’s Full Legal Name:             Home Address:              Date of Birth:       Gender: ☐ Female ☐ Male Physician’s Name and Location of Practice:           Physician’s Phone # (if known): (____)________________  Medical Insurer/Health Plan:        Policy #:      Allergies to Medications:             Allergies (Other):              Please note all conditions for which the child is currently receiving treatment:                    Note any other significant medical information:                        AUTHORIZATION AND CONSENT OF PARENT(S) OR LEGAL GUARDIAN(S)  I do hereby state that I have legal custody of the aforementioned Minor. I grant my authorization and consent for _________________________________________ (hereafter “Designated Adult”) to administer general first aid treatment for any minor injuries or illnesses experienced by the Minor. If the injury or illness is life threatening or in need of emergency treatment I authorize the Designated Adult to summon any and all professional emergency personnel to attend transport and treat the minor and to issue consent for any X-ray anesthetic blood transfusion medication or other medical diagnosis treatment or hospital care deemed advisable by and to be rendered under the general supervision of any licensed physician surgeon dentist hospital or other medical professional or institution duly licensed to practice in the state in which such treatment is to occur. I agree to assume financial responsibility for all expenses of such care. It is understood that this authorization is given in advance of any such medical treatment but is given to provide authority and power on the part of the Designated Adult in the exercise of his or her best judgment upon the advice of any such medical or emergency personnel.  Signed this _____ day of      20___.  This authorization is effective through ___/___/____.   Parent/Legal Guardian Signature:            Printed Name:              Witness Signature:              Printed Name:              
train/consent/ ,  Johnson University - Permission to Participate and Parental Consent Form    Johnson University PERMISSION TO PARTICIPATE AND PARENTAL CONSENT FORM            Please Print Legibly:          Participant Information             Full Name of Child/Participant (First/Middle Last) ____________________________________________________________           Date of Birth______/______/______ Gender ___________ Age _______            Home Address __________________________________________________________________________________________                           City______________________________________________________ State ___________________ Zip__________________           Grade in School __________________ School _______________________________________________________________           Home Phone #: (          ) _____________________________ Alternate Phone #: (          ) ___________________________           Health Issues/Allergies/Activity Restrictions/Medications _____________________________________________________           ________________________________________________________________________________________________________           ________________________________________________________________________________________________________          Required Emergency Medical Information           Health Insurance (     ) Yes   (     ) No        Company _______________________________ Policy #___________________            Primary Insured _________________________________________________________________________________________           Family Physician _____________________________________________ Office Phone # _____________________________         Parent Information           Name of Parent(s) /Legal Guardian:  _______________________________________________________________________           ________________________________________________________________________________________________________           Address (if other than Participant) _________________________________________________________________________           City _______________________________________________________ State _______________ Zip____________________            Home Phone # (          ) _______________________________ Alternate Phone # (          ) __________________________           Email Address __________________________________________________________________________________________     Continued on back... -1-  Johnson University - Permission to Participate and Parental Consent Form     PERMISSION FOR PARTICIPATION IN CAMPUS EVENT ACTIVITIES RELEASE OF LIABILITY  I the undersigned certify that I am the parent or legal guardian of the above mentioned Participant. I  hereby authorize  my minor  child named  above  to  attend  and participate  in  the Campus  Event Activities (CEA) of Johnson  University  (Johnson) including any off-campus CEA for which I have registered him/her. I understand that my minor child must obey all established rules and follow the instructions of the person in charge of the CEA. I consent to and understand that the person in charge of the CEA or agents have the right to dismiss my child who is in their opinion a hazard to the safety and well-being of others I understand that if my child is sent home under such circumstances I will be responsible for all associated costs incurred including the cost of special travel arrangements.  Prior to the participation of my minor child I acknowledge that there are certain risks associated with certain Campus Event Activities including by way of example physical injury due to activity-related accidents and physical injury due to transportation-related accidents illness or even death. Furthermore  In  addition  I  acknowledge  that  there  may  be  other  risks  inherent  in  these activities of  which  I  may  not  be  presently  aware. Accordingly I  acknowledge that  participation in such activities involves certain dangers and risks which may  expose my  child to hazards of  bodily injury  or  property damage  and  which  may  result  in  my  child  being  unable  to  contact  me  or  be  unable  to  receive  immediate  medical  care  and assistance if injury occurs.  By signing this parental consent and liability form I expressly warrant that my child named above is capable of withstanding both the physical and mental  demands associated  with any  CEA  for  which  s/he  is  registered. I also expressly assume all risks to my child’s participation in these  CEA whether  such  risks  are  known  or  unknown  to  me  at  this  time.  In  recognition  of  these  risks  and  realities  and  in  consideration  of  my  child  being offered the opportunity to participate in and benefit from Campus Event Activities I agree on behalf of myself and my child to release waive and disclaim  any  and  all  liabilities  of  or  claims  against Johnson  University  its officers  board  members  agents faculty    employees  and  all  private persons or organizations Volunteering services without charge to transport supervise or chaperone my  child while  participating  in such Campus Event Activities  including  but  not  limited  to  any  or  all  liabilities  or  claims  for  personal  injury  property  damage  court  costs attorneys’ fees and interest however caused or accrued as a result of my child participating in the Johnson - sponsored event.  MEDIA RELEASE I hereby give Johnson University and their legal representatives and assigns the right and permission to photograph digitally record videotape or audio tape my above named child while s/he is attending participating in any Campus Events occurring on or off the Johnson University campus. I further agree that any or all of the material recorded may be used in any form in publications including electronic publications or in audio-visual presentations promotional literature advertising or in other similar ways and that such  use shall be without payment of  fees royalties  special credit or other compensation. I understand that all such recordings in whatever medium shall remain the property of Johnson University.    MEDICAL AUTHORIZATION / CONSENT FOR MEDICAL TREATMENT OF A MINOR I recognize that there may be occasions where the minor child named above may be in need of first aid or emergency medical or dental treatment as  a  result  of  an  accident  illness  or  other  health  condition  or  injury.  Therefore  I  authorize any  Johnson  University Staff  Member  or Adult Volunteer in whose care the minor child has been entrusted to consent to any X-ray examination anesthetic medical surgical or dental diagnosis or  treatment  and hospital  care  to  be  rendered  to  the  minor  under  the  provisions  of  the  Medical  Practice  Act  by  the  medical  staff  of  a  licensed hospital whether such diagnosis or treatment is rendered at the office of said physician or at said hospital. In so doing I agree to pay all fees and costs arising from this action to obtain medical treatment.  As parent or legal guardian of my minor child (Participant named above) I am responsible for the health care decisions of my minor child and am authorized  to  consent  to  the  services  to  be  rendered.  I  represent  that  my  consent  to  and  agreement  to  pay  for  dental  medical  and/or  hospital care or treatment to be rendered to my minor child is legally sufficient and that no consent from any other person is required.  By  signing below  I  authorize  any Johnson  University Staff  Member or Adult Volunteer in  whose  care  the  minor  child  has  been  entrusted  to authorize  any  hospital  or  physician  or  other  health  care  provider  to  bill  the  following  insurance  company  or  companies  for  the  payment  of  any services rendered to the minor child.  I agree to assume responsibility for the charges for such care as rendered to the above named minor child.  I  authorize  any  hospital  physician  or  other  health  care  provider  to  release  information  from  the  minor  child's  medical  record  to  the  insurance company named below in connection with the completion of any insurance claim form.  I  have  read  understood  and  agreed  to  the  information  above.  All  releases  authorizations  and  permission  granted  above  shall remain in effect unless revoked in writing by the undersigned to Johnson University 7900 Johnson Dr Knoxville TN 37998.     _________________________________________    ______/______/______ Signature of Parent or Legal Guardian     Date -2- 
train/consent/ , Confidential                                             Rev. July 2004 Medical Treatment Authorization Form  This form  grants  temporary  authority  to  a  designated  adult  to  provide  and  arrange  for  medical  care  for  a  minor  in  the  event  of  an  emergency  where  the  minor  is  not  accompanied  by  either  parents  or  legal  guardians  and  it  may  not  be  feasible  or  practical  to  contact  them.    This  form  should  be  given  to  the  trip  leader or shown to the trip leader and then carried by the designated adult.  Minor  Full Legal Name: ___________________________________________________________________ Home Address:  ____________________________________________________________________ Date of Birth:______________________________ Gender:  Female___________Male___________ Information for Medical Treatment  Physician’s Name and Location of Practice: __________________________________________________ __________________________________________________ Physician’s Phone # (if known): (____)________________  Medical Insurer/Health Plan: __________________________    Policy #: ______________________  Allergies to Medications: _____________________________________________________________ Allergies (Other): ___________________________________________________________________ Please note all conditions for which the child is currently receiving treatment: _________________________________________________________________________________ Note any other significant medical information:  _______________________________________________________________________________   AUTHORIZATION AND CONSENT OF PARENT(S) OR LEGAL GUARDIAN(S)  I do hereby state that I have legal custody of the aforementioned Minor.  I grant my authorization and consent for _________________________________________ (hereafter “Designated Adult”) to administer general first aid treatment for any minor injuries or illnesses experienced by the Minor. If the injury or illness is life threatening or in need of emergency treatment I authorize the Designated Adult to summon any and all professional emergency personnel to attend transport and treat the minor and to issue consent for any X-ray anesthetic blood transfusion medication or other medical diagnosis treatment or hospital care deemed advisable by and to be rendered under the general supervision of any licensed physician surgeon dentist hospital or other medical professional or institution duly licensed to practice in the state in which such treatment is to occur.  I agree to assume financial responsibility for all expenses of such care.   It is understood that this authorization is given in advance of any such medical treatment but is given to provide authority and power on the part of the Designated Adult in the exercise of his or her best judgment upon the advice of any such medical or emergency personnel.  This authorization is effective through: ____________________. Signed this _____day of________ 20__.   Parent / Legal Guardian Signature:  ________________________Printed Name: _____________________  Witness Signature:  _____________________________________Printed Name:_____________________ 
train/consent/ , 34-10000VER:  A/11HIM:  08/11Original – Medical RecordCopy - Parent/GuardianTemporary Delegation of Parental Rights and Limited Power of Attorney for Consent to Medical Treatment For Your ChildTemporary Delegation Of Parental RightsAnd Limited Power Of Attorney For Consent To Medical Treatment Of Your ChildMRN:NAME:BIRTHDATE:INSTRUCTIONS TO PARENT(S): At least one parent or legal guardian must sign this form below.  The signature(s) should be witnessed by a person who is not an employee or contractor of the University of Michigan Health System and is not related by blood or marriage to the family OR by a Notary Public.Guardian Printed NameSignatureParent/                     Contact Phone(s)Date Parent/Guardian Printed NameSignature  Contact Phone(s)DateCLINICAL STAFF: Please initial here after giving a copy of this signed form back to the parent or if the parent declines a copy:  ________________ (initial)  OPTION 1:Witness  Printed NameSignature Contact Phone(s)Dateor OPTION 2:On this day before me the undersigned Notary Public the parent(s)/ guardian(s) herein named personally appeared and freely executed this document.  He/she/they [ ] is/are personally known to me or [ ] has/have provided satisfactory evidence of their identity.Notary Public   Signature DateName of Minor:  Date of Birth:                              (mm/dd/yyyy)Known Allergies/Drug Sensitivities:  Known Medical Conditions:   Any Limitations to Delegation:   HMO/Insurance/Health Benefits and Physician Information:Company/Government Program Name:  Member I.D.:  Minor’s Physician Name:  Phone:  Minor’s Dentist Name:  Phone:  I/we are the parent(s) or legal guardian(s) of the above named minor.  We appoint (in order of appearance):Name:  Phone:  Address:  DL or State ID #:  Name:  Phone:  Address:  DL or State ID #:  To act on my/our behalf to consent to:medical caredental caresurgical carehospitalizationfrom deployment overseas if I am an active duty member of the military).  I understand this delegation includes receiving health information about the minor necessary to make health care decisions.  IN NO EVENT IS THIS DELEGATION OF PARENTAL RIGHTS EFFECTIVE FOR MORE THAN SIX (6) MONTHS FROM THE SIGNATURE DATE BELOW (OR LONGER FOR UP TO 30 DAYS FOLLOWING RETURN FROM OVERSEAS DEPLOYMENT OF ACTIVE MILITARY PERSONNEL).  THIS FORM DOES NOT DELEGATE POWER TO CONSENT TO MARRIAGE OR ADOPTION. for the above-named minor during period(s)of my/our absence fromthrough(or until the 31st day following my returnThis Delegation of Parental Powers is given under MCLA § 700.5103.  I/we have signed and delivered this document on the date(s) listed below.UNIVERSITY OF MICHIGAN HOSPITALS & HEALTH CENTERSGuide to and Instructions for form: Temporary Delegation of Parental Rights and Limited Power of Attorneyfor Consent to Medical Treatment of Your ChildAre you planning a trip?  Away for the day?  Are your children in school?If your child needs non-emergency medical dental or surgical services whether in a doctor’s office or in the hospital you as a parent must give permission.What about times when you cannot be reached for permission?In an emergency your child may be treated without your consent if a physician determines that your child needs immediate medical care and further delay would increase the risk to your child’s life or health.  In situations that are not emergencies your child may need unexpected care.  In these cases contacting parents for permission can delay treatment and create unnecessary anxiety or discomfort for your child.How can you prepare for the unexpected care your children might need when you are away?ÿ Make sure the person who is caring for your children knows how to reach you at all times.ÿ When you can't come with your children to medical appointments or know you will be hard to reach you may legally delegate your authority to give permission to other adults to authorize medical care for your children.The form Temporary Delegation of Parental Rights and Limited Power of Attorney for Consent to Treatment of Your Child is a legal document.  Under Michigan law MCLA § 700.5103(2005):ÿ A parent or guardian of a minor or a guardian of a legally incapacitated adult may delegate to another person for up to 6 months any of the parent's or guardian's powers regarding care custody or property of the minor child or ward except the power to consent to marriage or adoption of a minor ward or to release of a minor ward for adoption.ÿ If a parent or guardian is serving in the armed forces of the United States and is deployed to a foreign nation a delegation under this law may be effective longer than 6 months until the thirty-first day after the end of the deployment if the delegation letter specifically permits the longer period.ÿ The following applies only if a parent is not signing the form: if a legal guardian for a minor or legally incapacitated adult delegates any power under this law the guardian must notify the court that approved the guardianship within 7 days and provide the court the name address and telephone number of the new “attorney-in-fact.”The form’s purpose is to allow your child to receive necessary health care services when you the parent or guardian are unavailable to give written informed consent. ÿ Fill out this form carefully.  With it you may appoint relatives friends teachers neighbors or anyone you know and trust who is legally competent and over 18 years of age to authorize treatment in your absence.  ÿ After you complete the form give it to the adults you have designated and explain its use.  Make sure they know that they must take the form with them to the physician's or dentist's office or to the hospital or other health care facility.  ÿ The form will be entered into your child's medical chart so that it is available to other UMHHC providers and administrators with a need to know.In order to be effective the form must be signed by at least one parent and either a witness (not related to patient's family and not affiliated with UMHS) or a notary public.  The following additional guidelines are suggested to help ensure the form is used appropriately.ÿ Print neatly to ensure that all information is legible.  Use a blue or black ball point pen to ensure that information will not run smear or smudge.ÿ Print the full name of the minor as written in the minor's birth certificate insurance card and medical record.ÿ List all known allergies (e.g. medicines insects foods etc.) and medical conditions (e.g. asthma diabetes etc.)ÿ Either initial or line-out “... [ ] medical [ ] dental [ ] surgical care and/or [ ] hospitalization....” as you deem appropriate.ÿ Print all limitations to the general delegation of parental powers to consent to medical dental surgical care and/ or hospitalization. Ensure that the limitations are clear and specific (e.g. necessary surgery ok but no cosmetic procedures).  Note: It is essential that you trust the person you are appointing to make the decisions you would make under similar circumstances.ÿ Complete all blanks (e.g. if there are no known allergies write “none”).  Draw a line through any extra space at the end of each entry to ensure that nothing may be added at a later date.ÿ Have at least one (preferably both) parents sign the form and have a separate person  - not the parent(s) not a relative and not affiliated with UMHS  - witness the signature.  
train/consent/ , CONSENT TO TREAT MINOR CHILDREN Please print all information  I _____________________________________________ parent or legal guardian of _______________________________________________ born ________________________ do hereby consent to any medical care and the administration of anesthesia determined by a physician to be necessary for the welfare of my child while said child is under the care of ________________________________ and I am not reasonably available by telephone to give consent.  This authorization is effective from _______________ to ______________.   Signature of Parent or Legal Guardian  _____________________________ ______________________________ Witness Signature    Witness Name (please print)     This consent form should be taken with the child to the hospital or physician's office when the child is taken for treatment. This additional information will assist in treatment if it can be furnished with the consent but is not required.  Family address _________________________________________________ Telephone:   Father   ______________ home ________________ work   Mother _____________ home ________________ work  Child's Birthdate ________________  Last  Tetanus  __________________  Allergies to drugs or foods _______________________________________ _____________________________________________________________  Special Medications Blood Type or Pertinent Information __________________________________________________________________________________________________________________________  Child's Physician __________________________  Phone  _______________  Insurance ________________________________ Policy # _____________ Preferred Hospital ______________________________________________ 
train/consent/ , HIPAA COMPLIANT AUTHORIZATION FOR THE RELEASE OF PATIENT INFORMATION PURSUANT TO 45 CFR 164.508 TO: Name of Healthcare Provider/Physician/Facility/Medicare Contractor Street Address City State and  Zip  Code RE: Patient Name: Date of Birth: ________ Social Security Number: _________ _ I authorize and  request the  disclosure of all  protected information for  the purpose of review and  evaluation in  connection with a legal claim. I expressly request that the  designated record custodian of all covered entities under HIP AA  identified above disclose full  and  complete protected medical information including the following: D D D D D D D All  medical records meaning every page in  my  record including but  not limited to: office notes face sheets history and  physical consultation notes inpatient outpatient and  emergency room treatment all clinical charts r ports order sheets progress notes nurse's notes social worker records clinic records treatment plans admission records discharge summaries requests for and  reports of consultations documents correspondence test results statements questionnaires/histories correspondence photographs videotapes telephone messages and  records received by other medical providers. All physical occupational and  rehab requests  consultations and  progress notes. All disability Medicaid or  Medicare records including claim forms and  record of denial of benefits. All employment personnel or  wage records. All autopsy laboratory histology cytology pathology immunohistochemistry records and  specimens; radiology records and  films  including CT  scan MRI MRA EMG bone scan myleogram; nerve conduction study echocardiogram and  cardiac catheterization results videos/CDs/films/reels and  reports. All  pharmacy/prescription records including NDC numbers and  drug information handouts/monographs. All billing records including all  statements insurance claim forms itemized bills and records of billing to  third party payers and  payment or  denial of benefits for the  period _____ to _____ _ I understand the  information to  be  released or  disclosed may include information relating to sexually transmitted diseases acquired immunodeficiency syndrome (AIDS) or  human Page I of2 immunodeficiency virus (HIV) and  alcohol and drug abuse. I authorize the  release or disclosure of this  type of information. This protected health information is disclosed for the following purposes: _______ _ This authorization is given in  compliance with the  federal consent requirements for release of alcohol or substance abuse records of 42 CFR 2.31 the  restrictions of which have been specifically considered and expressly waived. You are authorized to  release the above records to  the  following representatives of defendants in the  above-entitled matter who have agreed to  pay reasonable charges made by you to  supply copies of such records: Name of Representative · Representative Capacity (e.g. attorney records requestor agent etc.) Street Address City State and  Zip Code I understand the  following: See CFR §164.S08(c)(2)(i-iii) a.  I have a right to  revoke this  authorization in  writing at  any time except to  the  extent information has been released in  reliance upon this authorization. b.  The information released in  response to  this authorization may be re-disclosed to  other parties. c.  My treatment or  payment for my treatment cannot be  conditioned on  the  signing of this authorization. Any facsimile copy or photocopy of the  authorization shall authorize you to  release the  records requested herein. This authorization shall be  in  force and effect until two  years from date of execution at which time this  authorization expires. Signature of Patient or Legally Authorized Representative Date (See 4SCFR § 164.S0S(c)(l)(vi)) Name and  Relationship of Legally Authorized Representative to  Patient (See 4SCFR § 164.508( c )( 1 )(iv)) Witness Signature Date Page 2  of 2 Form Made Fillable by eForms
train/consent/ , Consent forMedical/Surgical Care/Emergency Treatmentand Child’s Medical InformationIn presenting my son/daughter for diagnosis and treatmentName: _________________________________________for _______________________________________p Motherp Fatherp Legal Guardianp Sonp Daughterof __________ years of age hereby voluntarily consent to the rendering of such care including diagnostic procedures surgical and medicaltreatment and blood transfusions by authorized members of the hospital staff or their designees as may in their professional judgment benecessary.I hereby acknowledge that no guarantees have been made to me as to the effect of such examinations or treatment on my child’s condition.I have read this form and certify that I understand its contents.We/I hereby give our (my) consent to____________________________________________________________________________(Name of Person/Agency)who will be caring for our (my) child ____________________________________________________________________________(Name of Child)for the period _____________________________ to _____________________________ to arrange for routine or emergency medical/dentalcare and treatment necessary to preserve the health of our (my) child.We/I acknowledge that we are (I am) responsible for all reasonable charges in connection with care and treatment rendered during this period.Name:______________________________________Family physician:__________________________________________Address:______________________________________Pediatrician: _______________________________________________________________________________________Surgeon:_______________________________________________Telephone no.:_______________________________Orthopedist:____________________________________________Name of health insurance carrier:__________________Child’s allergies if any: ___________________________________________________________________________________________________________________________________________________________________________________Date of last tetanus booster:_________________________________Group no.:__________________________________Medicines child is taking:_________________________________Agreement no.:_______________________________________________________________________________________Signature:_______________________________________________________________Date:___________________________Mother Father or Legal GuardianWitness:__________________________________________________________________Date:___________________________In case of emergency I can be reached at:____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
train/consent/ ,  HIPAA Privacy Authorization Form **Authorization for Use or Disclosure of Protected Health Information (Required by the Health Insurance Portability and Accountability Act 45 C.F.R. Parts 160 and 164)**  **1. Authorization** I authorize ________________________________________ (healthcare provider) to use and disclose the protected health information described below to ______________________________________________ (individual seeking the information).  **2. Effective Period** This authorization for release of information covers the period of healthcare from: a. □ ______________ to ______________.  **OR** b. □ all past present and future periods.   **3. Extent of Authorization** a. □ I authorize the release of my complete health record (including records relating to mental healthcare communicable diseases HIV or AIDS and treatment of alcohol or drug abuse).   **OR**  b. □ I authorize the release of my complete health record with the exception of the following information:   □ Mental health records    □ Communicable diseases (including HIV and AIDS)    □ Alcohol/drug abuse treatment   □ Other (please specify): _______________________________________________   4. This medical information may be used by the person I authorize to receive this information for medical treatment or consultation billing or claims payment or other purposes as I may direct.  5. This authorization shall be in force and effect until ___________________ (date or event) at which time this authorization expires. 6. I understand that I have the right to revoke this authorization in writing at any time. I understand that a revocation is not effective to the extent that any person or entity has already acted in reliance on my authorization or if my authorization was obtained as a condition of obtaining insurance coverage and the insurer has a legal right to contest a claim.  7. I understand that my treatment payment enrollment or eligibility for benefits will not be conditioned on whether I sign this authorization.  8. I understand that information used or disclosed pursuant to this authorization may be disclosed by the recipient and may no longer be protected by federal or state law.   Signature of patient or personal representative  Printed name of patient or personal representative and his or her relationship to patient  Date 
train/consent/ , For use by clients (at client’s request) in: AK AZ FL GA NH NJ NM OR VT Written consent not required in FL and OR.    10-13       Patient Informed Consent for Genetic Testing  I ____________________________________________ (Patient’s Name) authorize Quest Diagnostics to conduct genetic testing for _____________________________________________________ (Disease and/or Test Name) as ordered by my physician or authorized healthcare provider or my child’s or dependent’s physician or authorized healthcare provider.  Quest Diagnostics will release the results of the genetic testing only to my physician or to persons authorized by me or as required by law.  I authorize my physician to request on the test order that a copy of my test results be provided by Quest Diagnostics to the following persons: ___________________________________________________________________________.  Healthcare Provider Statement  By their signature below the healthcare provider indicates that he or she has explained the purpose of the test the procedures the benefits and risks that are involved in testing to their patient.  His or her patient has been given the opportunity to ask questions about this consent and seek genetic counseling.  The healthcare provider acknowledges that his or her patient has voluntarily decided to have the test performed at Quest Diagnostics.  ____________________________________________________________________________________ Signature of Person Obtaining Consent      Date  ____________________________________________________________________________________ Printed Name of Person Obtaining Consent  Patient’s Statement  I the undersigned have been informed about the test(s) purpose procedures possible benefits and risks and I have received a copy of this consent.  I have been given the opportunity to ask questions before I sign and I have been told that I can ask other questions at any time.  I voluntarily agree to genetic testing.  ____________________________________________________________________________________ Signature of Patient        Date  ____________________________________________________________________________________ Printed Name of Patient  ____________________________________________________________________________________ Signature of Parent or Legally Authorized Representative    Date  ____________________________________________________________________________________ Printed Name of Parent or Legally Authorized Representative    Relationship to Patient 
train/labs/ ,  1Patient ReportSpecimen ID:  193-992-9201-0Acct #: 90000999Phone: (336) 436-8645Rte: 00Control ID:LabCorp Test MasterTest Account5450 Millstream RoadMCLEANSVILLE NC 27301SAMPLE REPORT 005009  Patient DetailsDOB: 01/01/1960Age(y/m/d): 058/06/11Gender:  F              SSN:Patient ID:Specimen DetailsDate collected:07/12/2018  0000 LocalDate received:07/12/2018Date entered:07/12/2018Date reported:07/12/2018  0000 ETPhysician DetailsOrdering:Referring:ID:NPI:Date Issued: 07/12/18 1259 ET FINAL REPORTPage 1 of 1This document contains private and confidential health information protected by state and federal law.If you have received this document in error please call 800-222-7566 1995-2018 Laboratory Corporation of America HoldingsAll Rights Reserved - Enterprise Report Version: General Comments & Additional InformationClinical Info: NORMAL REPORTOrdered ItemsCBC With Differential/Platelet           TESTS              RESULT     FLAG      UNITS  REFERENCE INTERVAL  LABCBC With Differential/PlateletWBC                                  4.7x10E3/uL     3.4 - 10.8     01RBC                                 3.77x10E6/uL    3.77 - 5.28     01Hemoglobin                          12.3g/dL      11.1 - 15.9     01Hematocrit                          36.3%        34.0 - 46.6     01MCV                                   96fL         79 - 97       01MCH                                 32.6pg       26.6 - 33.0     01MCHC                                33.9g/dL      31.5 - 35.7     01RDW                                 13.8%        12.3 - 15.4     01Platelets                            293x10E3/uL     150 - 379      01Neutrophils                           54%        Not Estab.      01Lymphs                                30%        Not Estab.      01Monocytes                              7%        Not Estab.      01Eos                                    7%        Not Estab.      01Basos                                  2%        Not Estab.      01Neutrophils (Absolute)               2.5x10E3/uL     1.4 - 7.0      01Lymphs (Absolute)                    1.4x10E3/uL     0.7 - 3.1      01Monocytes(Absolute)                  0.3x10E3/uL     0.1 - 0.9      01Eos (Absolute)                       0.3x10E3/uL     0.0 - 0.4      01Baso (Absolute)                      0.1x10E3/uL     0.0 - 0.2      01Immature Granulocytes                  0%        Not Estab.      01Immature Grans (Abs)                 0.0x10E3/uL     0.0 - 0.1      0101BNLabCorp Burlington1447 York Court Burlington NC 27215-3361Dir: William F Hancock MDFor inquiries the physician may contact Branch: 800-222-7566 Lab: 800-762-43441.00 1Patient ReportSpecimen ID:  193-992-9202-0Acct #: 90000999Phone: (336) 436-8645Rte: 00Control ID:LabCorp Test MasterTest Account5450 Millstream RoadMCLEANSVILLE NC 27301SAMPLE REPORT 005009  Patient DetailsDOB: 01/02/1960Age(y/m/d): 058/06/10Gender:  F              SSN:Patient ID:Specimen DetailsDate collected:07/12/2018  0000 LocalDate received:07/12/2018Date entered:07/12/2018Date reported:07/12/2018  0000 ETPhysician DetailsOrdering:Referring:ID:NPI:Date Issued: 07/12/18 1311 ET FINAL REPORTPage 1 of 2This document contains private and confidential health information protected by state and federal law.If you have received this document in error please call 800-222-7566 1995-2018 Laboratory Corporation of America HoldingsAll Rights Reserved - Enterprise Report Version: General Comments & Additional InformationClinical Info: ABNORMAL REPORTOrdered ItemsCBC With Differential/Platelet           TESTS              RESULT     FLAG      UNITS  REFERENCE INTERVAL  LABCBC With Differential/PlateletWBC                                  4.5x10E3/uL     3.4 - 10.8     01RBC                                 2.44  Alertx10E6/uL    3.77 - 5.28     01     Elliptocytes present.     Few schistocytes.Hemoglobin                           6.7  Alertg/dL      11.1 - 15.9     01     **CBC Results Repeated**Hematocrit                          21.0    Low%        34.0 - 46.6     01MCV                                   86fL         79 - 97       01MCH                                 27.5pg       26.6 - 33.0     01MCHC                                31.9g/dL      31.5 - 35.7     01RDW                                 25.9   High%        12.3 - 15.4     01Platelets                            134    Lowx10E3/uL     150 - 379      01Neutrophils                           85%        Not Estab.      01     Toxic granulation of polys.     Dohle bodies noted.Lymphs                                 4%        Not Estab.      01Monocytes                              4%        Not Estab.      01Eos                                    6%        Not Estab.      01Basos                                  0%        Not Estab.      01Neutrophils (Absolute)               3.9x10E3/uL     1.4 - 7.0      01Lymphs (Absolute)                    0.2    Lowx10E3/uL     0.7 - 3.1      01Monocytes(Absolute)                  0.2x10E3/uL     0.1 - 0.9      01Eos (Absolute)                       0.3x10E3/uL     0.0 - 0.4      01Baso (Absolute)                      0.0x10E3/uL     0.0 - 0.2      01Immature Granulocytes                  1%        Not Estab.      01Immature Grans (Abs)                 0.0x10E3/uL     0.0 - 0.1      01Hematology Comments:               Note:01     Verified by microscopic examination.1.00 1Patient ReportPatient: SAMPLE REPORT 005009Specimen ID: 193-992-9202-0DOB: 01/02/1960Patient ID:Control ID:Date collected: 07/12/2018  0000 LocalDate Issued: 07/12/18 1311 ET FINAL REPORTPage 2 of 2This document contains private and confidential health information protected by state and federal law.If you have received this document in error please call 800-222-7566 1995-2018 Laboratory Corporation of America HoldingsAll Rights Reserved - Enterprise Report Version: 01BNLabCorp Burlington1447 York Court Burlington NC 27215-3361Dir: William F Hancock MDFor inquiries the physician may contact Branch: 800-222-7566 Lab: 800-762-43441.00
